what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1351714704624
error,log,,,"CPU module not set.",1351714704639
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1351714704639
error,log,,,"CPU architecture type not set. ",1351714704655
error,log,,,"CPU master group not set.",1351714704655
error,log,,,"SOPC design not set.",1351714704873
error,log,,,"CPU module not set.",1351714704889
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1351714704889
error,log,,,"CPU architecture type not set. ",1351714704904
error,log,,,"CPU master group not set.",1351714704904
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1351714706340
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351714710163
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714718123
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1351714718216
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1351714718606
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714721305
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1351714721352
activated,perspective,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui.debugPerspective",1351714721352
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351714722834
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Resume",1351714726858
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714747045
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714748184
opened,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.ExpressionView",1351714748262
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.ExpressionView",1351714748293
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.VariableView",1351714755469
