what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.core,10.1.0.153,"com.altera.sbtgui.core",1351708939081
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1351708939096
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1351708939143
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1351708940188
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351708940531
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351708942653
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1351708942653
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1351708942653
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351708946366
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351708946678
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351708979815
started,bundle,org.eclipse.cdt.managedbuilder.core,6.0.0.200909110608,"org.eclipse.cdt.managedbuilder.core",1351708995127
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1351708995267
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.100.200909110608,"org.eclipse.cdt.managedbuilder.gnu.ui",1351708997124
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1351709023207
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1351709023269
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1351709023269
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709031833
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709052456
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1351709061504
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351709061520
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351709061629
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1351709066886
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1351709067245
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351709068088
