what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351714757044
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1351714763861
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Terminate",1351714763986
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351714766669
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1351714776388
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714851455
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714852905
error,log,,,"SOPC design not set.",1351714852952
error,log,,,"CPU module not set.",1351714852952
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1351714852968
error,log,,,"CPU architecture type not set. ",1351714852968
error,log,,,"CPU master group not set.",1351714852968
error,log,,,"SOPC design not set.",1351714853186
error,log,,,"CPU module not set.",1351714853186
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1351714853202
error,log,,,"CPU architecture type not set. ",1351714853202
error,log,,,"CPU master group not set.",1351714853202
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1351714854653
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351714860535
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1351714868417
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Resume",1351714872223
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351714877465
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1351714883252
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351714883564
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351714885467
