what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1351711022721
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711026964
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351711060976
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711065547
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711066826
activated,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1351711071272
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351711120462
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711123854
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711131639
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711143510
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711188587
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1351711189648
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711189929
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711263633
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1351711263742
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351711316792
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.TaskList",1351711318914
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.TaskList",1351711318929
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351711319538
opened,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1351711319975
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1351711319975
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1351711320801
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711324623
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711327159
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1351711327163
