what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712672290
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351712672431
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351712674521
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351712675987
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712689091
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712710448
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351712712382
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712723365
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712731118
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712734987
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713013647
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713016720
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713131692
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713133065
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713166512
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351713173079
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1351713174951
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351713175856
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713176683
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713181909
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713184592
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713188398
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713209642
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351713213962
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351713217259
