what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709070964
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709075706
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1351709075706
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.rename",1351709075706
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709077812
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351709082804
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709082851
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1351709082851
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1351709082851
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351709084067
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351709084145
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709106116
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709142541
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709156035
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709159140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709196429
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709266915
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709279681
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709282052
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1351709291381
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709333957
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709338059
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1351709340992
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351709341132
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709345126
