what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714133785
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714139885
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714205361
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714207330
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714237069
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714240516
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351714241998
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714252715
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1351714252731
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351714253807
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351714261139
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714266631
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714339997
error,log,,,"SOPC design not set.",1351714340528
error,log,,,"CPU module not set.",1351714340543
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1351714340543
error,log,,,"CPU architecture type not set. ",1351714340543
error,log,,,"CPU master group not set.",1351714340559
error,log,,,"SOPC design not set.",1351714340559
error,log,,,"CPU module not set.",1351714340574
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1351714340590
error,log,,,"CPU architecture type not set. ",1351714340590
error,log,,,"CPU master group not set.",1351714340606
error,log,,,"SOPC design not set.",1351714340606
error,log,,,"CPU module not set.",1351714340606
