what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351710788510
started,bundle,org.eclipse.cdt.managedbuilder.ui,5.1.0.200909110608,"org.eclipse.cdt.managedbuilder.ui",1351710798998
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710798998
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710800418
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1351710806611
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1351710809450
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710809715
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710819434
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351710819543
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351710829309
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1351710830728
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710831009
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710834628
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1351710837015
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351710860482
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710862261
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1351710870035
started,bundle,org.eclipse.mylyn.wikitext.ui,1.1.2.v20090912-0400-e3x,"org.eclipse.mylyn.wikitext.ui",1351710882468
started,bundle,org.eclipse.mylyn.wikitext.core,1.1.2.v20090912-0400-e3x,"org.eclipse.mylyn.wikitext.core",1351710882484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710912784
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1351710912800
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710914391
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351710926184
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710938228
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710938274
