what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709360367
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1351709371364
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709454052
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709521563
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709548285
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709561545
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709609039
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709681583
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351709681599
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351709681817
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351709681864
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351709691172
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709693429
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709697501
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1351709701713
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709711291
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709720230
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709740915
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709800970
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709855367
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709858814
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709872402
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709876224
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1351709908084
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351709911656
