what,kind,bundleId,bundleVersion,description,time
java.specification.name,sysinfo,,,"Java Platform API Specification",1352738841818
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1352738841818
java.specification.version,sysinfo,,,"1.6",1352738841818
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1352738841818
java.version,sysinfo,,,"1.6.0_14",1352738841818
java.vm.info,sysinfo,,,"mixed mode",1352738841818
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1352738841818
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1352738841818
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1352738841818
java.vm.specification.version,sysinfo,,,"1.0",1352738841818
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1352738841818
java.vm.version,sysinfo,,,"14.0-b16",1352738841818
started,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1352738842255
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1352738842863
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1352738843238
