what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU architecture type not set. ",1351714345005
error,log,,,"CPU master group not set.",1351714345020
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1351714345083
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351714371493
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1351714392709
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714396328
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714397795
error,log,,,"SOPC design not set.",1351714397857
error,log,,,"CPU module not set.",1351714397857
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1351714397873
error,log,,,"CPU architecture type not set. ",1351714397873
error,log,,,"CPU master group not set.",1351714397873
error,log,,,"SOPC design not set.",1351714398091
error,log,,,"CPU module not set.",1351714398091
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1351714398278
error,log,,,"CPU architecture type not set. ",1351714398278
error,log,,,"CPU master group not set.",1351714398294
opened,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1351714399792
error,log,,,"sun.awt.X11.XlibWrapper",1351714401882
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1351714402241
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1351714402272
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714405033
started,bundle,com.altera.debug.cdi.gdb.plugin,10.1.0.153,"com.altera.debug.cdi.gdb.plugin",1351714408312
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714413181
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351714413197
