what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710572707
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1351710572723
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710574517
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710577543
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710588229
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710598759
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710613786
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1351710622538
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351710644540
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710656021
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710735200
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1351710735200
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1351710738601
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351710744482
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1351710752001
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1351710758319
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710760784
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710760831
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1351710768854
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351710778666
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710782114
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710787246
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1351710787246
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1351710787246
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710787964
