what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710944067
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710944067
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351710945565
opened,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1351710945908
activated,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1351710945986
error,log,,,"Resource is out of sync with the file system: '/lab2_bsp/Makefile'.",1351710948700
error,log,,,"Resource is out of sync with the file system: '/lab2_bsp/Makefile'.",1351710948716
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1351710950135
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710959620
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1351710959636
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710975380
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351710976924
closed,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1351710976924
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1351710977969
opened,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1351710978328
activated,editor,org.eclipse.cdt.make.ui,6.0.1.200909110608,"org.eclipse.cdt.make.editor",1351710978375
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710980122
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1351710980138
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351710985598
error,log,,,"File not found: N:\\ece_224\\lab2\\ANT\\software\\lab2\\lab2\\$(BSP_INCLUDE_FILE).",1351710988874
error,log,,,"File not found: N:\\ece_224\\lab2\\ANT\\software\\lab2\\lab2\\$(MEM_INIT_FILE).",1351710988874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711019289
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711021441
executed,command,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search.ui.openSearchDialog",1351711021441
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711022705
