what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1351711930976
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711976846
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351711998933
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1351712006038
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712007394
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712145707
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351712146043
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1351712148638
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351712155481
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1351712162214
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351712163903
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1351712166931
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712167550
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1351712167561
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712196948
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712208839
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712208958
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712210071
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712250533
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351712250828
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712263536
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1351712263541
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1351712264424
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.opendecl",1351712268154
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1351712268204
